fname,lname,gender,age,exercise,hours,grade,address
Ebony,David,female,17,3,12,90.5,"Meriden, CT 06450, 9292 1st Dr. "
Leila,Riggs,female,15,3,9,71.4,"Londonderry, NH 03053, 8444 Greenview Ave. "
Troy,Raymond,male,18,5,11,80.3,"515 Brook St. , Ithaca, NY 14850"
Buckminster,Craig,male,19,5,14,95.2,"6 Sunset St. , Chapel Hill, NC 27516"
Kessie,Gonzalez,female,19,3,13,86.4,"17 South Spruce Dr. , Westwood, NJ 07675"
Ariel,Cortez,female,18,5,3,74.7,"Mocksville, NC 27028, 23 Big Rock Cove St. "
Cailin,Crosby,female,19,3,12,75.5,"Hattiesburg, MS 39401, 189 West Gonzales St. "
Calvin,Maldonado,male,18,5,9,82.7,"45 E. Rockwell Drive , Oakland Gardens, NY 11364"
Connor,Huber,male,19,4,8,84.9,"Erie, PA 16506, 7656 Pennsylvania Dr. "
Libby,Odonnell,female,17,1,6,65.1,"Mount Airy, MD 21771, 725 Piper Ave. "
Kiara,Singleton,female,16,4,19,100.0,"Saginaw, MI 48601, 215 North Front Dr. "
Dante,Odom,male,18,3,10,79.9,"Newtown, PA 18940, 679 Leatherwood Street "
Dalton,Washington,male,17,5,14,90.4,"8556 Pennsylvania Dr. , Ypsilanti, MI 48197"
Bruce,Cobb,male,18,5,15,95.8,"8 Baker Street , Plainfield, NJ 07060"
Cara,Hudson,female,15,1,8,66.1,"4 W. Linden Ave. , Champaign, IL 61821"
Carla,Larsen,female,18,1,16,95.2,"227 Sheffield Ave. , Sebastian, FL 32958"
Ali,Franks,male,18,5,20,100.0,"8 Peg Shop St. , Stroudsburg, PA 18360"
Cadman,Whitaker,male,18,5,4,67.8,"Fullerton, CA 92831, 795 Essex Ave. "
Holmes,Carson,male,15,5,15,92.2,"Nanuet, NY 10954, 882 Maple Ave. "
Lee,Alford,male,16,1,15,83.7,"524 Bohemia Ave. , Pomona, CA 91768"
Virginia,Rodgers,female,18,2,5,75.0,"128 Pineknoll Avenue , Mountain View, CA 94043"
Gwendolyn,Vazquez,female,19,5,19,100.0,"Maplewood, NJ 07040, 77 South Oxford Lane "
Althea,Ratliff,female,19,2,10,79.4,"75 Dogwood Lane , Eugene, OR 97402"
Micah,Gilbert,male,19,5,11,76.1,"29 NE. Cactus Dr. , Menasha, WI 54952"
Jordan,Spears,male,17,5,13,89.4,"17 Oakland Dr. , Akron, OH 44312"
Walker,Terrell,male,18,2,9,85.4,"510 Brook Lane , Indianapolis, IN 46201"
Lunea,Grant,female,16,1,15,88.7,"377 Parker St. , Apex, NC 27502"
Odessa,Puckett,female,14,5,13,84.3,"447 Evergreen Ave. , Colonial Heights, VA 23834"
Risa,Chang,female,14,5,17,98.6,"Yorktown, VA 23693, 999 Foxrun Dr. "
Juliet,Collier,female,18,2,14,94.6,"2 N. Joy Ridge Ave. , Upper Darby, PA 19082"
Flavia,Jones,female,18,4,4,66.6,"8915 East Marshall Avenue , Somerset, NJ 08873"
Noble,Zamora,male,17,1,14,91.7,"756 Peninsula Ave. , Oak Creek, WI 53154"
Catherine,Lynch,female,15,2,10,81.9,"9566 Clinton St. , Mchenry, IL 60050"
Carissa,Fuller,female,18,3,7,76.8,"Campbell, CA 95008, 7310 La Sierra St. "
Aiko,Mullins,female,15,3,15,95.5,"Lemont, IL 60439, 866 Devonshire Street "
Nora,Gonzales,female,17,2,10,85.5,"580 Ashley Ave. , Emporia, KS 66801"
Armando,Holman,male,17,5,7,76.5,"524 Squaw Creek St. , Elkton, MD 21921"
Kendall,Shepherd,female,16,2,14,81.2,"Greenwood, SC 29646, 827 East Rockwell Drive "
Virginia,Murphy,female,17,4,12,81.6,"9322 Lower River Court , San Jose, CA 95127"
Hashim,Knox,male,19,1,5,66.8,"Addison, IL 60101, 682 Woodsman Ave. "
Hedley,Benton,male,18,3,12,78.2,"72 Hill Dr. , Clarksville, TN 37040"
Quamar,Sherman,male,17,4,9,80.2,"Canal Winchester, OH 43110, 3 Parker Rd. "
Tatum,Buchanan,female,18,2,7,71.9,"420 Nut Swamp Road , Endicott, NY 13760"
Abraham,Mccormick,male,18,2,10,73.7,"North Wales, PA 19454, 7527 Santa Clara Dr. "
Drake,Winters,male,17,4,19,100.0,"41 Glen Eagles Road , Winchester, VA 22601"
Stella,Taylor,female,19,3,3,65.5,"965 Pheasant Ave. , Williamstown, NJ 08094"
Lawrence,Willis,male,16,1,11,75.2,"8172 College St. , Antioch, TN 37013"
Rylee,Mcpherson,female,19,5,10,76.8,"Glendale, AZ 85302, 461 Fieldstone St. "
Tate,Crosby,male,19,3,3,68.6,"Waltham, MA 02453, 216 Oak Valley Ave. "
Gavin,Tran,male,18,2,10,70.4,"730 W. Summer Street , Goodlettsville, TN 37072"
Blossom,House,female,19,4,8,81.1,"Bergenfield, NJ 07621, 9634 Edgemont Court "
Carolyn,Wolfe,female,14,5,9,85.2,"7518 Washington Dr. , East Stroudsburg, PA 18301"
Zia,Tyson,female,14,3,15,88.2,"Wappingers Falls, NY 12590, 36 Lancaster Street "
Fitzgerald,Hammond,male,18,1,16,85.9,"Clarkston, MI 48348, 257 Chestnut Court "
Bruno,Sharpe,male,16,5,10,90.4,"Eau Claire, WI 54701, 7516 Logan St. "
Silas,Gillespie,male,16,1,13,85.6,"8910 School Dr. , New Milford, CT 06776"
Xantha,Parrish,female,18,4,9,74.0,"9575 Sunbeam Dr. , Staten Island, NY 10301"
Maxine,Cooley,female,19,3,9,77.0,"836 Hill Field Avenue , Vineland, NJ 08360"
Levi,Maddox,male,19,2,8,68.1,"888 W. Helen St. , Clover, SC 29710"
Judah,Wise,male,15,1,14,93.8,"483 Illinois Lane , Port Huron, MI 48060"
Tanya,Coleman,female,19,3,10,74.6,"Essex, MD 21221, 887 Rose Street "
Camille,Barr,female,14,4,14,100.0,"Sioux Falls, SD 57103, 9885 Garden Road "
Sarah,Bruce,female,14,2,9,75.4,"Pueblo, CO 81001, 61 Liberty Lane "
Colton,Charles,male,17,5,8,80.1,"Macomb, MI 48042, 715 West Harvard Dr. "
Alika,Poole,female,19,2,16,32.0,"Klamath Falls, OR 97603, 161 S. Wrangler Ave. "
Ifeoma,Hendricks,female,17,3,13,79.0,"Midland, MI 48640, 86 Gates Dr. "
Hakeem,Dorsey,male,15,2,5,74.7,"473 Linda St. , Falls Church, VA 22041"
Reese,Heath,male,18,4,8,75.3,"7496 Prairie Drive , Prior Lake, MN 55372"
Lance,Steele,male,15,1,14,92.2,"Cockeysville, MD 21030, 55 Thompson Lane "
Adrienne,Conrad,female,18,1,9,73.4,"308 W. Lakeshore Court , Sioux Falls, SD 57103"
Aretha,Fisher,female,14,1,13,83.2,"Caldwell, NJ 07006, 217 Leeton Ridge St. "
Jeremy,Rowe,male,19,3,10,83.4,"755 Linda Drive , Gulfport, MS 39503"
Ciaran,Gay,male,19,4,3,59.3,"Oak Lawn, IL 60453, 8600 West Gonzales Avenue "
Nero,Burgess,male,17,1,16,87.6,"466 Bank Street , Vernon Rockville, CT 06066"
Tyrone,Stephenson,male,18,5,17,91.4,"428 Wayne Drive , Villa Park, IL 60181"
Ashton,Mullen,male,16,1,16,80.1,"Warren, MI 48089, 7127 N. Redwood Street "
Samantha,Freeman,female,15,2,13,87.4,"84 Pheasant Rd. , Douglasville, GA 30134"
Katell,Stafford,female,15,5,9,74.0,"Amityville, NY 11701, 762 Rose Rd. "
Callum,Whitley,male,16,5,11,80.2,"Ottumwa, IA 52501, 6 Littleton Dr. "
Miriam,Elliott,female,16,1,13,80.9,"North Bergen, NJ 07047, 7 Rockville St. "
David,Nichols,male,19,4,12,75.7,"56 53rd Ave. , Chesterfield, VA 23832"
Kalia,Moss,female,15,2,11,84.5,"Plattsburgh, NY 12901, 34 Princeton Dr. "
Quon,James,female,19,2,5,71.4,"Massillon, OH 44646, 4 East Peachtree St. "
Cyrus,Landry,male,19,4,12,80.4,"8798 East Leeton Ridge Street , Dorchester, MA 02125"
Keane,Copeland,male,16,1,6,67.5,"9973 Stonybrook Drive , Boynton Beach, FL 33435"
Hammett,Schroeder,male,19,2,12,86.2,"Kernersville, NC 27284, 738 Primrose Street "
Arthur,Sims,male,16,2,11,80.5,"7570 Alton Road , Farmingdale, NY 11735"
Mary,Vang,female,18,1,7,70.6,"Moses Lake, WA 98837, 8049 Birchpond Street "
Patience,Hyde,female,19,2,10,87.4,"Wakefield, MA 01880, 9924 Cardinal Dr. "
Hadassah,Valenzuela,female,18,3,5,76.3,"93 George Road , Virginia Beach, VA 23451"
Sylvester,Payne,male,17,5,20,100.0,"204 Longbranch Road , Geneva, IL 60134"
Penelope,Campos,female,18,1,9,73.0,"125 West George Lane , Garden City, NY 11530"
Camilla,Goff,female,18,4,8,70.2,"Villa Rica, GA 30180, 956 W. Buckingham Ave. "
Hamish,Haley,male,18,1,9,71.1,"8611 NE. Arrowhead Lane , Bowling Green, KY 42101"
Wylie,Alexander,male,16,3,13,82.0,"25 Linda Court , Patchogue, NY 11772"
Serena,Frazier,female,17,4,6,80.4,"Villa Park, IL 60181, 129 E. Alderwood Street "
Tasha,Park,female,14,5,5,73.0,"Peoria, IL 61604, 8586 Peg Shop Rd. "
Gretchen,Haynes,female,19,4,4,77.2,"West Haven, CT 06516, 170 Woodsman Dr. "
Ruth,Bowman,female,18,3,18,100.0,"8 Grandrose Street , Gwynn Oak, MD 21207"
Eric,Walter,male,18,4,15,93.2,"Grand Blanc, MI 48439, 9598 Valley Road "
Steven,Sherman,male,18,1,2,60.0,"391 Smith Ave. , Rosedale, NY 11422"
Janna,Moran,female,17,5,17,100.0,"32 North Big Rock Cove Court , Toms River, NJ 08753"
Jonas,Bailey,male,16,5,14,85.6,"775 Marvon Dr. , Charlotte, NC 28205"
Steven,Hayes,male,15,4,14,88.7,"153 Windfall St. , Loganville, GA 30052"
Pascale,Ingram,female,14,4,3,76.5,"700 South Tarkiln Hill Street , Hyattsville, MD 20782"
Dominic,Gould,male,19,4,8,85.2,"166 Mulberry Road , Fort Wayne, IN 46804"
Mason,Burke,male,14,4,10,84.3,"95 Fieldstone St. , Chardon, OH 44024"
Ifeoma,Miles,female,16,5,10,83.3,"Langhorne, PA 19047, 24 S. Pine St. "
Amela,Randall,female,16,1,6,78.6,"Caldwell, NJ 07006, 8201 Canal Dr. "
Eve,Dillon,female,18,4,8,71.7,"Dalton, GA 30721, 28 Coffee Lane "
Leilani,Marquez,female,16,4,12,89.9,"9687 W. Hilltop Ave. , Gwynn Oak, MD 21207"
Yoshio,Cruz,male,17,1,13,76.5,"446 West Thompson Dr. , Ankeny, IA 50023"
Jin,Parks,male,17,1,8,78.4,"93 Ridgeview Lane , Feasterville Trevose, PA 19053"
Gay,Pope,female,18,3,11,88.9,"9275 Market St. , Lebanon, PA 17042"
Solomon,Myers,male,19,3,9,81.6,"677 Crescent Street , Saint Petersburg, FL 33702"
Amery,Pearson,male,17,1,14,83.3,"761 Young Street , Cartersville, GA 30120"
Hyacinth,Roberson,female,18,4,11,81.6,"390 Sussex Dr. , Malvern, PA 19355"
Evan,Hester,male,17,2,9,76.5,"9817 Buckingham Court , Hillsboro, OR 97124"
Merritt,Dominguez,male,15,3,10,74.0,"8907 Hilldale Drive , Longview, TX 75604"
Rebekah,Schmidt,female,18,5,12,84.1,"8677 Queen Street , East Orange, NJ 07017"
Jesse,Boyle,male,18,1,9,73.8,"9128 Joy Ridge Street , Plainfield, NJ 07060"
Aaron,Salas,male,19,4,10,86.7,"8671 Argyle Drive , Holly Springs, NC 27540"
Noble,Walsh,male,19,4,10,79.1,"9155 Valley Farms Road , Loganville, GA 30052"
Beverly,Kinney,female,17,3,12,88.1,"285 Grant Street , San Jose, CA 95127"
Ferdinand,Garcia,male,18,2,11,89.5,"963 Wayne Drive , Dallas, GA 30132"
Regina,Sellers,female,18,4,14,84.8,"7857 Prospect Ave. , Bardstown, KY 40004"
Quamar,Calhoun,male,15,2,18,97.4,"Rolla, MO 65401, 950 Anderson St. "
Erasmus,Huber,male,15,3,8,75.2,"28 County Drive , Brockton, MA 02301"
Garth,Sims,male,14,1,10,76.0,"58 Argyle Street , Windsor Mill, MD 21244"
Edward,Guthrie,male,16,5,7,79.5,"Winter Garden, FL 34787, 16 Brandywine Dr. "
Maryam,Walter,female,16,2,12,79.2,"Naugatuck, CT 06770, 59 Bayberry Road "
Len,Curry,male,14,3,15,83.3,"Opa Locka, FL 33054, 9787 Country St. "
Oscar,Sosa,male,14,3,15,88.9,"566 Rockwell Dr. , Chicago, IL 60621"
Ferdinand,Sanchez,male,18,3,17,95.6,"7836 Tallwood Street , Orange, NJ 07050"
Aquila,Aguirre,male,16,1,5,71.0,"7943 Whitemarsh Street , Lombard, IL 60148"
Lydia,Ruiz,female,18,1,13,87.3,"794 Mill Pond St. , Roy, UT 84067"
Camilla,Turner,female,16,5,10,79.3,"9227 Swanson St. , Land O Lakes, FL 34639"
Walter,Decker,male,15,4,8,84.9,"9924 Inverness St. , Independence, KY 41051"
Dakota,Salazar,female,14,2,15,85.3,"Fall River, MA 02720, 9250 Canal Dr. "
Stuart,Rasmussen,male,14,3,14,97.6,"99 Shore Ave. , West Hempstead, NY 11552"
Timothy,Pearson,male,19,4,12,86.7,"Perrysburg, OH 43551, 3 Miller Street "
Allistair,Davenport,male,14,1,18,88.0,"Windermere, FL 34786, 7173 Elm St. "
Wing,Holcomb,male,16,4,10,80.6,"Deerfield, IL 60015, 7280 Jackson Drive "
Casey,Ramirez,female,18,5,9,87.4,"9693 South Rock Creek Lane , Fairmont, WV 26554"
Quintessa,Joyce,female,15,3,6,74.0,"59 River Ave. , Port Richey, FL 34668"
Armando,Odom,male,18,4,5,75.0,"Vernon Rockville, CT 06066, 9736 Baker St. "
Chase,Wiley,male,14,1,13,90.8,"81 Laurel Street , Morristown, NJ 07960"
Malcolm,Nicholson,male,19,3,9,79.2,"7921 Gonzales Ave. , Henderson, KY 42420"
Shellie,Bennett,female,14,4,11,87.0,"Kent, OH 44240, 847 Winchester Drive "
Uta,Perez,female,17,4,10,78.2,"Superior, WI 54880, 434 Poor House Street "
Lynn,Petersen,female,16,2,15,84.5,"9444 North Purple Finch Lane , Beaver Falls, PA 15010"
Teegan,Merrill,female,17,5,11,84.0,"7864 Jockey Hollow Road , Stamford, CT 06902"
Cade,Hogan,male,18,5,19,98.0,"944 Greenrose Street , Windsor Mill, MD 21244"
Scott,Mueller,male,14,4,6,73.8,"Amsterdam, NY 12010, 876 Creek Dr. "
Rafael,Cherry,male,19,2,12,91.5,"8408 E. Philmont Lane , Beachwood, OH 44122"
Carol,Graves,female,14,4,12,79.7,"Downers Grove, IL 60515, 426 Middle River St. "
Sawyer,Harding,male,17,5,9,71.3,"78 Roberts Street , Los Banos, CA 93635"
Erich,Stone,male,14,5,17,100.0,"20 King Rd. , Chester, PA 19013"
Iliana,Marks,female,18,1,4,69.3,"Tupelo, MS 38801, 35 Carson Avenue "
Minerva,Skinner,female,14,5,7,80.2,"467 10th Street , Savage, MN 55378"
Anastasia,Goodwin,female,18,4,3,76.4,"465 Walnutwood Avenue , Fort Worth, TX 76110"
Nell,Fitzgerald,female,17,5,6,83.1,"31 Carson St. , Bergenfield, NJ 07621"
Rhiannon,Acevedo,female,15,3,10,72.7,"8034 53rd St. , Dallas, GA 30132"
Demetria,Rush,female,17,3,15,98.6,"Wyandotte, MI 48192, 9777 Beach St. "
Dolan,Maxwell,male,18,5,7,82.5,"8610 E. Devonshire Court , Harrison Township, MI 48045"
Tanek,Gallagher,male,17,3,11,74.4,"403 El Dorado St. , Kingston, NY 12401"
Cameron,Blackburn,female,16,1,16,87.8,"Cartersville, GA 30120, 60 SE. Campfire Street "
Lila,Wall,female,17,5,18,100.0,"754 Border Court , Boca Raton, FL 33428"
Cleo,Workman,female,18,3,8,70.0,"Glen Cove, NY 11542, 381 Cedarwood St. "
Pandora,Lambert,female,16,1,11,87.3,"Brunswick, GA 31525, 56 State Dr. "
Quail,Lewis,female,15,4,8,69.1,"718 Manor Station Drive , Statesville, NC 28625"
Abigail,Rodriguez,female,14,5,8,81.5,"21 Main Dr. , Easley, SC 29640"
Kellie,Sandoval,female,15,2,6,71.5,"Merrick, NY 11566, 1 Buckingham Street "
Dorian,Patel,male,16,2,7,72.5,"8180 Pilgrim Rd. , Norristown, PA 19401"
Lester,Page,male,15,1,10,82.4,"Barberton, OH 44203, 8033 S. Theatre Ave. "
Brody,Sharp,male,19,4,12,93.1,"501 Marvon Ave. , Dothan, AL 36301"
Alea,Harmon,female,14,3,12,82.2,"7359 Depot St. , Ocean Springs, MS 39564"
Simon,Mclaughlin,male,15,2,8,74.7,"Southington, CT 06489, 833 Hillside Drive "
Oscar,Thomas,male,14,3,14,90.4,"9110 S. Durham St. , Saint Albans, NY 11412"
Allen,York,male,15,3,10,80.0,"86 Penn St. , Roanoke Rapids, NC 27870"
Octavius,Riley,male,15,3,16,84.4,"55 West Lafayette Ave. , New Philadelphia, OH 44663"
Griffith,Larsen,male,19,4,8,84.1,"7403 Ashley Drive , Ithaca, NY 14850"
Cullen,Britt,male,19,4,8,70.7,"92 Bellevue Ave. , Lincoln Park, MI 48146"
Jerome,Cox,male,14,1,7,77.8,"93 Wentworth St. , Elizabeth City, NC 27909"
Orson,Acosta,male,18,4,14,94.4,"Greenfield, IN 46140, 56 San Juan St. "
Adam,Franklin,male,15,3,9,68.3,"9676 Olive Dr. , Vicksburg, MS 39180"
Kathleen,David,female,15,3,11,89.1,"9146 Sunbeam St. , Deerfield, IL 60015"
Josephine,Rivers,female,18,2,17,100.0,"South El Monte, CA 91733, 7340 W. Canterbury Dr. "
India,Christensen,female,14,1,14,89.0,"Miamisburg, OH 45342, 937 Gregory Avenue "
Samuel,Cooke,male,17,1,15,98.2,"7572 Wild Rose Ave. , Roselle, IL 60172"
Len,Greer,male,15,3,9,84.3,"7621 SE. Kent St. , El Dorado, AR 71730"
Shad,Arnold,male,17,2,10,84.4,"953 Middle River St. , Sun Prairie, WI 53590"
Kevyn,Cote,female,14,5,14,93.7,"Coram, NY 11727, 3 Bear Hill Ave. "
Thor,Sanders,male,16,3,14,90.1,"Bridgeton, NJ 08302, 95 Greenrose Ave. "
Clark,Cervantes,male,19,2,6,76.3,"York, PA 17402, 159 Philmont Drive "
Yetta,Webb,female,19,1,11,87.5,"Eastlake, OH 44095, 69 Pineknoll Street "
Alexandra,Guthrie,female,19,4,9,72.1,"9079 Johnson Street , El Dorado, AR 71730"
Magee,Kim,male,17,1,14,76.8,"8680 Carson St. , Santa Clara, CA 95050"
Ezra,Talley,male,18,1,18,88.2,"73 Cactus Dr. , Waukegan, IL 60085"
Solomon,Perez,male,15,5,9,81.6,"Richmond Hill, NY 11418, 102 Sherwood Street "
Zenia,Craft,female,17,4,13,86.9,"50 Brown Avenue , Elmhurst, NY 11373"
Cade,Maxwell,male,19,3,9,84.9,"Newington, CT 06111, 81 County Dr. "
Erica,Oconnor,female,17,5,11,86.4,"Shelbyville, TN 37160, 390 E. La Sierra Drive "
Constance,Little,female,17,1,6,71.8,"54 Cactus Drive , Massillon, OH 44646"
Jamal,Morton,male,16,4,19,100.0,"7978 Birchpond Street , Cambridge, MA 02138"
Felix,Potter,male,18,4,11,82.1,"9103 North St. , Chesapeake, VA 23320"
Theodore,Estes,male,18,3,10,84.0,"13 Hill Avenue , West Deptford, NJ 08096"
Forrest,Reyes,male,16,3,15,83.3,"841 Academy Street , Pompano Beach, FL 33060"
Cassidy,Navarro,female,19,5,11,75.7,"744 NW. Shady St. , Lindenhurst, NY 11757"
Violet,Conley,female,16,1,12,73.7,"823 Buckingham Drive , Palm Coast, FL 32137"
Bo,Fletcher,female,18,2,4,77.0,"211 Franklin Drive , Anoka, MN 55303"
Malcolm,Peck,male,19,4,10,82.6,"7905 Vernon Rd. , Valrico, FL 33594"
Kato,Mercado,male,17,5,8,78.6,"732 Argyle Rd. , Sidney, OH 45365"
Acton,Edwards,male,18,4,7,70.8,"8148B Paris Hill Road , Wooster, OH 44691"
Porter,White,male,17,2,13,77.9,"3 Depot Road , East Elmhurst, NY 11369"
Lucy,Jennings,female,19,3,9,73.9,"Paramus, NJ 07652, 115 Sheffield Street "
Rama,Cameron,female,16,1,9,85.7,"996 Virginia Street , Coventry, RI 02816"
Abbot,Daugherty,male,17,1,9,82.3,"27 Bridge Court , Albany, NY 12203"
Colette,Rojas,female,19,4,6,73.3,"Commack, NY 11725, 9597 NW. Oak Meadow St. "
Athena,Acevedo,female,15,4,12,90.0,"Beckley, WV 25801, 53 Squaw Creek Road "
Ferris,Wade,male,18,2,7,70.4,"7850 E. Grove Court , Klamath Falls, OR 97603"
Tamara,Branch,female,16,4,17,92.3,"13 Cardinal St. , Cranston, RI 02920"
Rinah,Jacobson,female,19,1,7,80.8,"Lake Mary, FL 32746, 437 North Highland St. "
Tyler,Leon,male,18,4,15,94.2,"9311 Richardson St. , Front Royal, VA 22630"
Fredericka,White,female,17,2,10,88.3,"Oak Park, MI 48237, 41 Hillside Drive "
Kevin,Smith,male,16,5,20,100.0,"956 Brookside Street , Dawsonville, GA 30534"
Hayes,Wilkinson,male,19,5,3,76.0,"Lynchburg, VA 24502, 30 William Street "
Kevin,Hewitt,male,18,4,13,96.1,"933 Wall Ave. , Buffalo Grove, IL 60089"
Ciara,Atkins,female,14,1,9,69.0,"King Of Prussia, PA 19406, 346 Thatcher St. "
Merrill,Vance,male,18,2,13,80.9,"906 West Hartford Dr. , Lutherville Timonium, MD 21093"
Scott,Trujillo,male,17,5,13,90.3,"7539 Purple Finch St. , Lorton, VA 22079"
Noah,Mckay,male,19,5,8,74.8,"Loganville, GA 30052, 3 Old York St. "
Nathan,Serrano,male,16,1,18,90.3,"52 Walt Whitman Lane , Toms River, NJ 08753"
Gwendolyn,Pratt,female,19,3,14,82.7,"Menomonee Falls, WI 53051, 7335 8th Drive "
Lavinia,Gaines,female,15,1,5,64.2,"66 Winchester Street , Oshkosh, WI 54901"
Hedley,Patrick,male,19,0,14,94.5,"Norman, OK 73072, 7551 Mill Pond Ave. "
Abel,Stephens,male,18,4,2,68.2,"286 Hill Field Ave. , Huntsville, AL 35803"
Addison,Barron,male,15,2,11,76.0,"8175 Oklahoma Street , Fairfield, CT 06824"
Dora,Hewitt,female,19,2,3,65.4,"142 Philmont Drive , Sioux Falls, SD 57103"
Riley,Morris,female,16,5,18,100.0,"Lincoln, NE 68506, 8957 Fawn Lane "
Naida,Davidson,female,14,3,13,90.8,"205 Catherine Court , Franklin, MA 02038"
Garth,Myers,male,15,3,15,90.6,"North Bergen, NJ 07047, 8854 Smith Rd. "
Philip,Burgess,male,17,1,13,77.4,"Ponte Vedra Beach, FL 32082, 8793 Argyle Drive "
Alec,Whitfield,male,18,1,9,70.3,"9630 Sleepy Hollow St. , Starkville, MS 39759"
Aretha,Whitley,female,15,1,10,82.2,"Hoffman Estates, IL 60169, 7289 Glenridge St. "
Lysandra,Noble,female,15,4,13,79.2,"75 Sycamore St. , Grand Blanc, MI 48439"
Kirestin,Murphy,female,15,3,15,95.9,"7364 Orange St. , Bemidji, MN 56601"
Rebekah,Wiley,female,17,5,12,79.5,"Cape Coral, FL 33904, 958 Mayfair St. "
Samson,Francis,male,19,1,12,81.9,"Danvers, MA 01923, 81 Aspen St. "
Mira,Branch,female,17,2,15,91.8,"Morrisville, PA 19067, 35 Smith Store Street "
Branden,Holcomb,male,15,4,11,84.4,"810 Lees Creek Lane , Portland, ME 04103"
Kasper,Melendez,male,19,4,9,73.8,"94 S. Kingston St. , Glasgow, KY 42141"
Chester,Buck,male,18,3,7,79.3,"222 Kingston Dr. , Lynchburg, VA 24502"
Amir,Ross,male,16,2,5,77.6,"268 Foxrun Street , Mentor, OH 44060"
Elijah,Hahn,male,18,4,11,84.6,"Starkville, MS 39759, 24 River Street "
Adena,Griffin,female,17,5,12,80.2,"196 Myers Dr. , Southington, CT 06489"
Sandra,Wilder,female,16,2,15,97.5,"Hammonton, NJ 08037, 8660 Old Bishop Street "
Dennis,Garrett,male,15,3,9,76.3,"107C Fairground Ave. , Valdosta, GA 31601"
Brenden,Slater,male,16,1,14,89.7,"9965 W. Iroquois Ave. , Nottingham, MD 21236"
Cadman,Ballard,male,14,3,11,86.8,"Paramus, NJ 07652, 8358 North Windfall St. "
Noel,Ellis,female,18,1,11,77.0,"Danville, VA 24540, 729 South Third St. "
Paula,Mcbride,female,17,5,6,69.2,"Hartsville, SC 29550, 932 Orange Ave. "
Coby,Gibson,male,16,5,13,79.2,"179 N. Court St. , Superior, WI 54880"
Cally,Pearson,female,17,1,11,88.2,"7872 Cedar Swamp St. , Lorain, OH 44052"
Slade,Mooney,male,18,2,3,68.0,"Oakland, CA 94603, 7673 East Livingston Ave. "
Beau,Olson,male,15,1,12,75.0,"9123 Warren Ave. , Ypsilanti, MI 48197"
Zane,Rodgers,male,14,3,14,83.0,"860 Arnold Ave. , Winter Springs, FL 32708"
Zephr,Simmons,female,14,4,6,67.0,"51 Wayne Court , South Richmond Hill, NY 11419"
Craig,Moses,male,19,4,19,100.0,"19 Front Dr. , Prior Lake, MN 55372"
Tanek,Stephens,male,15,1,4,60.5,"9780 Essex Street , North Bergen, NJ 07047"
Jaquelyn,Gutierrez,female,14,3,10,87.1,"9573 Hill Field Ave. , Franklin, MA 02038"
Lucas,Buchanan,male,15,3,8,83.8,"15 NE. Olive Dr. , Ocean Springs, MS 39564"
Courtney,Preston,female,15,4,13,96.1,"9008 New Saddle Ave. , Middle Village, NY 11379"
Marny,Sandoval,female,17,2,8,76.4,"90 Green Hill Street , Newburgh, NY 12550"
Zelda,Casey,female,14,2,10,89.2,"40 Sleepy Hollow St. , West Babylon, NY 11704"
Steven,Turner,male,18,5,6,76.4,"427 W. Race Lane , Winchester, VA 22601"
Alma,Davis,female,16,3,7,72.8,"85 Newcastle Ave. , Rego Park, NY 11374"
Cameran,Potts,female,16,1,13,82.4,"8188 Center Street , Zeeland, MI 49464"
Caleb,Mcmahon,male,15,3,12,93.3,"Champlin, MN 55316, 9 West Surrey Rd. "
Conan,Meadows,male,19,3,16,86.2,"Fairfax, VA 22030, 141 Carpenter Ave. "
Audrey,Pruitt,female,17,4,8,69.3,"Torrance, CA 90505, 26 York Ave. "
Astra,Bean,female,18,5,7,68.2,"988 Devon Court , Camden, NJ 08105"
Dara,Giles,female,15,4,17,88.4,"184 Broad Ave. , Montgomery, AL 36109"
Sharon,Hart,female,19,2,14,96.3,"578 Silver Spear St. , Elyria, OH 44035"
Paul,Atkins,male,19,1,17,97.9,"76 Warren Road , Cleveland, TN 37312"
Wendy,Armstrong,female,14,5,11,88.1,"8432 Victoria Circle , Loxahatchee, FL 33470"
Charles,Gray,male,14,3,7,79.1,"958 Addison Road , Nottingham, MD 21236"
Chancellor,Puckett,male,19,2,12,91.1,"789 Cherry Ave. , Newburgh, NY 12550"
Carter,Cross,male,14,4,12,92.4,"Bridgeton, NJ 08302, 8317 West Pumpkin Hill Road "
Stephanie,Douglas,female,18,4,18,100.0,"983 Wentworth Ave. , Winder, GA 30680"
Lesley,Valentine,female,19,2,13,94.8,"5 Fulton Dr. , Akron, OH 44312"
Mufutau,Beck,male,18,5,12,82.9,"9727 Lakeview Street , Odenton, MD 21113"
Talon,Watkins,male,17,5,7,71.2,"39 Fieldstone Court , Newington, CT 06111"
Ignacia,Prince,female,17,2,11,86.1,"Mount Juliet, TN 37122, 89 Hillside Street "
Seth,Cannon,male,16,1,19,100.0,"Gibsonia, PA 15044, 2 Airport Lane "
Flavia,Lane,female,15,4,12,77.0,"204 Bow Ridge St. , Chattanooga, TN 37421"
Kenyon,Acosta,male,16,1,16,93.1,"52 Cedar Drive , Middletown, CT 06457"
Inga,Ellison,female,19,5,13,93.9,"Titusville, FL 32780, 9061 Sleepy Hollow St. "
