fname,lname,gender,age,exercise,hours,grade,address
Libby,Odonnell,female,17,1,6,65.1,"528 NW. Sage Dr., North Olmsted, OH 44070"
Kiara,Singleton,female,16,4,19,100.0,"9800 Atlantic St., Whitestone, NY 11357"
Dante,Odom,male,18,3,10,79.9,"448 Court Street, Maineville, OH 45039"
Dalton,Washington,male,17,5,14,90.4,"6 Cherry Court, Navarre, FL 32566"
Bruce,Cobb,male,18,5,15,95.8,"146 Riverside Ave., Rosedale, NY 11422"
Cara,Hudson,female,15,1,8,66.1,"57 Oakland St., Oxford, MS 38655"
Carla,Larsen,female,18,1,16,95.2,"7 Forest Ave., Valdosta, GA 31601"
Ali,Franks,male,18,5,20,100.0,"78 Essex Road, Stillwater, MN 55082"
Cadman,Whitaker,male,18,5,4,67.8,"226 Tallwood Dr., Haines City, FL 33844"
Holmes,Carson,male,15,5,15,92.2,"736 Shirley Lane, Amarillo, TX 79106"
Lee,Alford,male,16,1,15,83.7,"7450 Argyle Court, Baldwinsville, NY 13027"
Virginia,Rodgers,female,18,2,5,75.0,"589 Penn St., Natick, MA 01760"
Gwendolyn,Vazquez,female,19,5,19,100.0,"550 Selby St., Louisville, KY 40207"
Althea,Ratliff,female,19,2,10,79.4,"8213 North Oxford Road, Miami Gardens, FL 33056"
Micah,Gilbert,male,19,5,11,76.1,"69 Pacific St., Monroe, NY 10950"
Jordan,Spears,male,17,5,13,89.4,"92 Vernon Ave., Hicksville, NY 11801"
Walker,Terrell,male,18,2,9,85.4,"88 Jockey Hollow St., Salisbury, MD 21801"
Lunea,Grant,female,16,1,15,88.7,"704 Vale St., Portsmouth, VA 23703"
Odessa,Puckett,female,14,5,13,84.3,"408 High Noon Court, Moses Lake, WA 98837"
Risa,Chang,female,14,5,17,98.6,"343 Border Ave., Massapequa Park, NY 11762"
Juliet,Collier,female,18,2,14,94.6,"24 Crescent St., Naugatuck, CT 06770"
Flavia,Jones,female,18,4,4,66.6,"990 Spring Street, Lagrange, GA 30240"
Noble,Zamora,male,17,1,14,91.7,"892 Howard Ave., Bloomington, IN 47401"
Catherine,Lynch,female,15,2,10,81.9,"2 Plumb Branch St., Levittown, NY 11756"
Carissa,Fuller,female,18,3,7,76.8,"7662 Oxford Street, Trussville, AL 35173"
Aiko,Mullins,female,15,3,15,95.5,"7050 Jockey Hollow Street, Ambler, PA 19002"
Nora,Gonzales,female,17,2,10,85.5,"7846 Harvard Street, Clemmons, NC 27012"
Armando,Holman,male,17,5,7,76.5,"936 Summer Lane, Smyrna, GA 30080"
Kendall,Shepherd,female,16,2,14,81.2,"287 Cedar Street, Tampa, FL 33604"
Virginia,Murphy,female,17,4,12,81.6,"56 Lakeview Street, Ozone Park, NY 11417"
Hashim,Knox,male,19,1,5,66.8,"743 Baker Ave., Glen Ellyn, IL 60137"
Hedley,Benton,male,18,3,12,78.2,"645 Belmont Drive, Bartlett, IL 60103"
Quamar,Sherman,male,17,4,9,80.2,"92 Pearl Street, Menomonee Falls, WI 53051"
Tatum,Buchanan,female,18,2,7,71.9,"56 W. Shady Ave., Morgantown, WV 26508"
Abraham,Mccormick,male,18,2,10,73.7,"187 W. Oak Valley Dr., Goldsboro, NC 27530"
Drake,Winters,male,17,4,19,100.0,"59 Greenrose St., Conyers, GA 30012"
Stella,Taylor,female,19,3,3,65.5,"7372 Marlborough Ave., Phoenixville, PA 19460"
Lawrence,Willis,male,16,1,11,75.2,"7130 Wakehurst Street, Jenison, MI 49428"
Rylee,Mcpherson,female,19,5,10,76.8,"324 North Rock Creek Road, Muskogee, OK 74403"
Tate,Crosby,male,19,3,3,68.6,"37 Virginia Court, Wilmette, IL 60091"
Gavin,Tran,male,18,2,10,70.4,"419 Taylor St., Santa Monica, CA 90403"
Blossom,House,female,19,4,8,81.1,"71 Peninsula Street, Wooster, OH 44691"
Carolyn,Wolfe,female,14,5,9,85.2,"419 Old York St., Lakewood, NJ 08701"
Zia,Tyson,female,14,3,15,88.2,"561 N. High St., Buckeye, AZ 85326"
Fitzgerald,Hammond,male,18,1,16,85.9,"7054 Shub Farm Street, Deer Park, NY 11729"
Bruno,Sharpe,male,16,5,10,90.4,"2 Coffee Avenue, Mankato, MN 56001"
Silas,Gillespie,male,16,1,13,85.6,"8188 Gregory Street, San Antonio, TX 78213"
Xantha,Parrish,female,18,4,9,74.0,"90 Windfall Rd., Rolla, MO 65401"
Maxine,Cooley,female,19,3,9,77.0,"9 Sleepy Hollow Street, Franklin Square, NY 11010"
Levi,Maddox,male,19,2,8,68.1,"7377 Corona Circle, Copperas Cove, TX 76522"
Judah,Wise,male,15,1,14,93.8,"623 Jackson Drive, Garland, TX 75043"
Tanya,Coleman,female,19,3,10,74.6,"631 S. Arch St., Syosset, NY 11791"
Camille,Barr,female,14,4,14,100.0,"9665 S. Spring Rd., Kaukauna, WI 54130"
Sarah,Bruce,female,14,2,9,75.4,"835 Birchpond Drive, Fullerton, CA 92831"
Colton,Charles,male,17,5,8,80.1,"9649 Valley Dr., Columbia, MD 21044"
Alika,Poole,female,19,2,16,32.0,"9282 Purple Finch Lane, Lexington, NC 27292"
Ifeoma,Hendricks,female,17,3,13,79.0,"471 Brandywine Ave., Massapequa Park, NY 11762"
Hakeem,Dorsey,male,15,2,5,74.7,"9761 Wagon St., Villa Rica, GA 30180"
Reese,Heath,male,18,4,8,75.3,"218 Ashley St., Germantown, MD 20874"
Lance,Steele,male,15,1,14,92.2,"967 Meadow Road, Hinesville, GA 31313"
Adrienne,Conrad,female,18,1,9,73.4,"8382 Ridgeview St., Huntington, NY 11743"
Aretha,Fisher,female,14,1,13,83.2,"699 West Greystone Street, Natchez, MS 39120"
Jeremy,Rowe,male,19,3,10,83.4,"6 Madison St., Fall River, MA 02720"
Ciaran,Gay,male,19,4,3,59.3,"157 Bridge Street, Corona, NY 11368"
Nero,Burgess,male,17,1,16,87.6,"461 Iroquois St., San Lorenzo, CA 94580"
Tyrone,Stephenson,male,18,5,17,91.4,"617 Newcastle St., Cockeysville, MD 21030"
Ashton,Mullen,male,16,1,16,80.1,"599 Court Road, Saint Albans, NY 11412"
Samantha,Freeman,female,15,2,13,87.4,"342 Johnson St., Rocklin, CA 95677"
Katell,Stafford,female,15,5,9,74.0,"892 Bayberry Court, Monroe, NY 10950"
Callum,Whitley,male,16,5,11,80.2,"649 Liberty Street, Piedmont, SC 29673"
Miriam,Elliott,female,16,1,13,80.9,"557 Hanover Ave., Irwin, PA 15642"
David,Nichols,male,19,4,12,75.7,"6 North Pulaski Court, South Portland, ME 04106"
Kalia,Moss,female,15,2,11,84.5,"760 East Stillwater St., Rosedale, NY 11422"
Quon,James,female,19,2,5,71.4,"9907 Wakehurst Street, Myrtle Beach, SC 29577"
Cyrus,Landry,male,19,4,12,80.4,"120 SW. Heather Ave., Kingston, NY 12401"
Keane,Copeland,male,16,1,6,67.5,"985 Third Street, Gallatin, TN 37066"
Hammett,Schroeder,male,19,2,12,86.2,"8259 Sutor St., Dawsonville, GA 30534"
Arthur,Sims,male,16,2,11,80.5,"79 Ridge Avenue, Uniontown, PA 15401"
Mary,Vang,female,18,1,7,70.6,"343 Walnut Court, Wilmington, MA 01887"
Patience,Hyde,female,19,2,10,87.4,"76 East Roosevelt Court, Port Richey, FL 34668"
Hadassah,Valenzuela,female,18,3,5,76.3,"41 Lower River Rd., Nampa, ID 83651"
Sylvester,Payne,male,17,5,20,100.0,"242 Goldfield Ave., Encino, CA 91316"
Penelope,Campos,female,18,1,9,73.0,"478 Pin Oak St., Bristol, CT 06010"
Camilla,Goff,female,18,4,8,70.2,"111 Union Ave., Fitchburg, MA 01420"
Hamish,Haley,male,18,1,9,71.1,"8541 E. Highland Court, Winter Haven, FL 33880"
Wylie,Alexander,male,16,3,13,82.0,"10 Liberty St., Washington, PA 15301"
Serena,Frazier,female,17,4,6,80.4,"869 Colonial Street, Hamden, CT 06514"
Tasha,Park,female,14,5,5,73.0,"30 Glen Eagles Ave., Trumbull, CT 06611"
Gretchen,Haynes,female,19,4,4,77.2,"500 Border St., New Lenox, IL 60451"
Ruth,Bowman,female,18,3,18,100.0,"8621 Shub Farm Ave., Ocean Springs, MS 39564"
Eric,Walter,male,18,4,15,93.2,"416 Glendale Ave., Green Cove Springs, FL 32043"
Steven,Sherman,male,18,1,2,60.0,"8029 Depot Street, Port Charlotte, FL 33952"
Janna,Moran,female,17,5,17,100.0,"4 Belmont St., Fremont, OH 43420"
Jonas,Bailey,male,16,5,14,85.6,"16 Alderwood Ave., Aliquippa, PA 15001"
Steven,Hayes,male,15,4,14,88.7,"7840 Harvard Court, Jackson Heights, NY 11372"
Pascale,Ingram,female,14,4,3,76.5,"389 N. Pennington Street, Woodstock, GA 30188"
Dominic,Gould,male,19,4,8,85.2,"83 Nicolls Street, Ridgefield, CT 06877"
Mason,Burke,male,14,4,10,84.3,"831 Adams St., Lumberton, NC 28358"
Ifeoma,Miles,female,16,5,10,83.3,"974 San Juan Ave., West Chicago, IL 60185"
Amela,Randall,female,16,1,6,78.6,"64 Canterbury Street, Cranston, RI 02920"
Eve,Dillon,female,18,4,8,71.7,"7 West Woodsman Ave., Chesapeake, VA 23320"
Leilani,Marquez,female,16,4,12,89.9,"7450 Hanover Street, Manitowoc, WI 54220"
Yoshio,Cruz,male,17,1,13,76.5,"5 Fawn Drive, Attleboro, MA 02703"
Jin,Parks,male,17,1,8,78.4,"63 Willow Street, Mobile, AL 36605"
Gay,Pope,female,18,3,11,88.9,"54 State St., Abingdon, MD 21009"
Solomon,Myers,male,19,3,9,81.6,"8572 East Ave., Janesville, WI 53546"
Amery,Pearson,male,17,1,14,83.3,"388 Eagle St., Auburn, NY 13021"
Hyacinth,Roberson,female,18,4,11,81.6,"7332 Heritage Ave., Oswego, NY 13126"
Evan,Hester,male,17,2,9,76.5,"7936 N. Beechwood St., Westlake, OH 44145"
Merritt,Dominguez,male,15,3,10,74.0,"188 Central Dr., Midland, MI 48640"
Rebekah,Schmidt,female,18,5,12,84.1,"83 Cobblestone St., Phillipsburg, NJ 08865"
Jesse,Boyle,male,18,1,9,73.8,"507 South Mechanic Rd., Lakeland, FL 33801"
Aaron,Salas,male,19,4,10,86.7,"642 Kirkland Rd., Eden Prairie, MN 55347"
Noble,Walsh,male,19,4,10,79.1,"59 North Brickell St., Manitowoc, WI 54220"
Beverly,Kinney,female,17,3,12,88.1,"556 Fawn St., Cantonment, FL 32533"
Ferdinand,Garcia,male,18,2,11,89.5,"151 Sherwood St., Livingston, NJ 07039"
Regina,Sellers,female,18,4,14,84.8,"7 Roberts Street, Lake Charles, LA 70605"
Quamar,Calhoun,male,15,2,18,97.4,"7834 Linda Court, Delray Beach, FL 33445"
Erasmus,Huber,male,15,3,8,75.2,"89 E. St Louis Dr., Endicott, NY 13760"
Garth,Sims,male,14,1,10,76.0,"653 San Carlos Ave., Potomac, MD 20854"
Edward,Guthrie,male,16,5,7,79.5,"66 Young Court, Middletown, CT 06457"
Maryam,Walter,female,16,2,12,79.2,"9810 Myers Avenue, Miami, FL 33125"
Len,Curry,male,14,3,15,83.3,"9973 Miles Court, Worcester, MA 01604"
Oscar,Sosa,male,14,3,15,88.9,"816 Annadale St., Ambler, PA 19002"
Ferdinand,Sanchez,male,18,3,17,95.6,"810 Leeton Ridge Road, Fairhope, AL 36532"
Aquila,Aguirre,male,16,1,5,71.0,"73 Aspen St., Bolingbrook, IL 60440"
Lydia,Ruiz,female,18,1,13,87.3,"476 8th St., Chicago, IL 60621"
Camilla,Turner,female,16,5,10,79.3,"3 Bellevue St., Annapolis, MD 21401"
Walter,Decker,male,15,4,8,84.9,"285 Lake Forest St., Belleville, NJ 07109"
Dakota,Salazar,female,14,2,15,85.3,"7149 Wild Horse St., Fort Dodge, IA 50501"
Stuart,Rasmussen,male,14,3,14,97.6,"9975 Lookout Court, Buffalo, NY 14215"
Timothy,Pearson,male,19,4,12,86.7,"7761 Redwood Dr., Groton, CT 06340"
Allistair,Davenport,male,14,1,18,88.0,"7224 10th St., Navarre, FL 32566"
Wing,Holcomb,male,16,4,10,80.6,"8536 Paris Hill Street, Chicago, IL 60621"
Casey,Ramirez,female,18,5,9,87.4,"729 Richardson St., Enfield, CT 06082"
Quintessa,Joyce,female,15,3,6,74.0,"7217 SW. New Drive, Hudsonville, MI 49426"
Armando,Odom,male,18,4,5,75.0,"544 Hanover Drive, Roanoke Rapids, NC 27870"
Chase,Wiley,male,14,1,13,90.8,"5 Second St., Dubuque, IA 52001"
Malcolm,Nicholson,male,19,3,9,79.2,"8 NW. Marshall Drive, Chelmsford, MA 01824"
Shellie,Bennett,female,14,4,11,87.0,"1 Rockville St., Deerfield Beach, FL 33442"
Uta,Perez,female,17,4,10,78.2,"36 Myers Ave., East Brunswick, NJ 08816"
Lynn,Petersen,female,16,2,15,84.5,"355 Pennsylvania Street, Temple Hills, MD 20748"
Teegan,Merrill,female,17,5,11,84.0,"894 E. Dunbar Rd., Eastpointe, MI 48021"
Cade,Hogan,male,18,5,19,98.0,"77 SW. Longfellow Ave., Eastpointe, MI 48021"
Scott,Mueller,male,14,4,6,73.8,"9543 Tower St., Grand Island, NE 68801"
Rafael,Cherry,male,19,2,12,91.5,"412 Ridgeview St., Grand Rapids, MI 49503"
Carol,Graves,female,14,4,12,79.7,"28 Sutor Street, Kissimmee, FL 34741"
Sawyer,Harding,male,17,5,9,71.3,"7107 West North Court, Kernersville, NC 27284"
Erich,Stone,male,14,5,17,100.0,"694 W. Heritage Road, Bedford, OH 44146"
Iliana,Marks,female,18,1,4,69.3,"9454 Selby Street, Hope Mills, NC 28348"
Minerva,Skinner,female,14,5,7,80.2,"74 Old York Drive, Ann Arbor, MI 48103"
Anastasia,Goodwin,female,18,4,3,76.4,"7 Morris Street, Mechanicsville, VA 23111"
Nell,Fitzgerald,female,17,5,6,83.1,"708 Saxton Ave., Rowlett, TX 75088"
Rhiannon,Acevedo,female,15,3,10,72.7,"451 Pendergast Street, Bartlett, IL 60103"
Demetria,Rush,female,17,3,15,98.6,"9184 Rocky River St., Little Rock, AR 72209"
Dolan,Maxwell,male,18,5,7,82.5,"223 Columbia Court, Taylors, SC 29687"
Tanek,Gallagher,male,17,3,11,74.4,"81 Wagon Street, South Windsor, CT 06074"
Cameron,Blackburn,female,16,1,16,87.8,"7644 Kirkland Road, East Meadow, NY 11554"
Lila,Wall,female,17,5,18,100.0,"546 Fulton Lane, Warren, MI 48089"
Cleo,Workman,female,18,3,8,70.0,"35 Pennington St., Fredericksburg, VA 22405"
Pandora,Lambert,female,16,1,11,87.3,"760 Delaware Street, South Bend, IN 46614"
Quail,Lewis,female,15,4,8,69.1,"9047 N. Addison St., Ashland, OH 44805"
Abigail,Rodriguez,female,14,5,8,81.5,"88 Maple St., Kent, OH 44240"
Kellie,Sandoval,female,15,2,6,71.5,"9174 Mill Street, Muskogee, OK 74403"
Dorian,Patel,male,16,2,7,72.5,"9089 Addison Ave., Halethorpe, MD 21227"
Lester,Page,male,15,1,10,82.4,"878 North Studebaker Ave., Beloit, WI 53511"
Brody,Sharp,male,19,4,12,93.1,"760 Sulphur Springs Court, Smithtown, NY 11787"
Alea,Harmon,female,14,3,12,82.2,"348 Armstrong St., Waltham, MA 02453"
Simon,Mclaughlin,male,15,2,8,74.7,"3 Evergreen St., Leland, NC 28451"
Oscar,Thomas,male,14,3,14,90.4,"727 Annadale Drive, Ogden, UT 84404"
Allen,York,male,15,3,10,80.0,"7750 Queen Dr., Dallas, GA 30132"
Octavius,Riley,male,15,3,16,84.4,"7456 Airport St., Apopka, FL 32703"
Griffith,Larsen,male,19,4,8,84.1,"8452 Schoolhouse St., Harrison Township, MI 48045"
Cullen,Britt,male,19,4,8,70.7,"7294 Shirley Rd., Southington, CT 06489"
Jerome,Cox,male,14,1,7,77.8,"723 Arcadia Lane, Princeton, NJ 08540"
Orson,Acosta,male,18,4,14,94.4,"953 Kirkland St., Deltona, FL 32725"
Adam,Franklin,male,15,3,9,68.3,"49 Canterbury St., Naugatuck, CT 06770"
Kathleen,David,female,15,3,11,89.1,"57 Miller Dr., Henrico, VA 23228"
Josephine,Rivers,female,18,2,17,100.0,"8867 Jackson Dr., Newark, NJ 07103"
India,Christensen,female,14,1,14,89.0,"923 Oak Valley Street, Chattanooga, TN 37421"
Samuel,Cooke,male,17,1,15,98.2,"879 Central Drive, Cheshire, CT 06410"
Len,Greer,male,15,3,9,84.3,"597 East Arch St., Hackettstown, NJ 07840"
Shad,Arnold,male,17,2,10,84.4,"38 Gartner Ave., Reidsville, NC 27320"
Kevyn,Cote,female,14,5,14,93.7,"28 Bishop Street, Chesterfield, VA 23832"
Thor,Sanders,male,16,3,14,90.1,"15 Park St., West Lafayette, IN 47906"
Clark,Cervantes,male,19,2,6,76.3,"675 South Logan Rd., Wake Forest, NC 27587"
Yetta,Webb,female,19,1,11,87.5,"545 Glen Eagles Court, Kissimmee, FL 34741"
Alexandra,Guthrie,female,19,4,9,72.1,"29 Pulaski Drive, Rosedale, NY 11422"
Magee,Kim,male,17,1,14,76.8,"460 La Sierra Lane, Copperas Cove, TX 76522"
Ezra,Talley,male,18,1,18,88.2,"521 N. Church St., Media, PA 19063"
Solomon,Perez,male,15,5,9,81.6,"25 Del Monte Circle, Capitol Heights, MD 20743"
Zenia,Craft,female,17,4,13,86.9,"7141 Lafayette St., Littleton, CO 80123"
Cade,Maxwell,male,19,3,9,84.9,"978 53rd Dr., Linden, NJ 07036"
Erica,Oconnor,female,17,5,11,86.4,"646 Randall Mill Ave., Potomac, MD 20854"
Constance,Little,female,17,1,6,71.8,"928 Bowman St., Leland, NC 28451"
Jamal,Morton,male,16,4,19,100.0,"11 S. Morris St., Woodhaven, NY 11421"
Felix,Potter,male,18,4,11,82.1,"8458 Ivy Court, Danvers, MA 01923"
Theodore,Estes,male,18,3,10,84.0,"477 Evergreen St., Ashtabula, OH 44004"
Forrest,Reyes,male,16,3,15,83.3,"898 Smith St., Ypsilanti, MI 48197"
Cassidy,Navarro,female,19,5,11,75.7,"383 W. Hudson St., Saint Augustine, FL 32084"
Violet,Conley,female,16,1,12,73.7,"618 Warren Dr., Huntington Station, NY 11746"
Bo,Fletcher,female,18,2,4,77.0,"79 Amerige St., Midland, MI 48640"
Malcolm,Peck,male,19,4,10,82.6,"7 Linda Ave., Council Bluffs, IA 51501"
Kato,Mercado,male,17,5,8,78.6,"9997 Nicolls St., Bellmore, NY 11710"
Acton,Edwards,male,18,4,7,70.8,"8748 Temple Drive, Niceville, FL 32578"
Porter,White,male,17,2,13,77.9,"9099 Paris Hill Court, De Pere, WI 54115"
Lucy,Jennings,female,19,3,9,73.9,"180 West Poplar Street, Saint Petersburg, FL 33702"
Rama,Cameron,female,16,1,9,85.7,"919 S. Valley Farms Dr., Statesville, NC 28625"
Abbot,Daugherty,male,17,1,9,82.3,"348 Glenridge Ave., Plainfield, NJ 07060"
Colette,Rojas,female,19,4,6,73.3,"17 Pin Oak Street, Villa Park, IL 60181"
Athena,Acevedo,female,15,4,12,90.0,"8392 Euclid Ave., Miami, FL 33125"
Ferris,Wade,male,18,2,7,70.4,"8173 Constitution Drive, Saginaw, MI 48601"
Tamara,Branch,female,16,4,17,92.3,"937 Plymouth Dr., Norwich, CT 06360"
Rinah,Jacobson,female,19,1,7,80.8,"737 Amherst Court, Amsterdam, NY 12010"
Tyler,Leon,male,18,4,15,94.2,"388 Shipley St., Rosemount, MN 55068"
Fredericka,White,female,17,2,10,88.3,"9248 N. Middle River Ave., Brandon, FL 33510"
Kevin,Smith,male,16,5,20,100.0,"273 Anderson Lane, Perkasie, PA 18944"
Hayes,Wilkinson,male,19,5,3,76.0,"350 Temple Court, Mason City, IA 50401"
Kevin,Hewitt,male,18,4,13,96.1,"931 Fifth Rd., North Andover, MA 01845"
Ciara,Atkins,female,14,1,9,69.0,"194 White Street, Menasha, WI 54952"
Merrill,Vance,male,18,2,13,80.9,"552 Iroquois Rd., Hephzibah, GA 30815"
Scott,Trujillo,male,17,5,13,90.3,"79 N. 1st Lane, West Des Moines, IA 50265"
Noah,Mckay,male,19,5,8,74.8,"9434 Carriage Ave., Cordova, TN 38016"
Nathan,Serrano,male,16,1,18,90.3,"800 Poor House Avenue, Mobile, AL 36605"
Gwendolyn,Pratt,female,19,3,14,82.7,"283 Woodside Street, Waltham, MA 02453"
Lavinia,Gaines,female,15,1,5,64.2,"7709 Mammoth Dr., Mchenry, IL 60050"
Hedley,Patrick,male,19,0,14,94.5,"7417 Jones Rd., Hastings, MN 55033"
Abel,Stephens,male,18,4,2,68.2,"7 Bow Ridge Ave., Lansing, MI 48910"
Addison,Barron,male,15,2,11,76.0,"94 Willow Street, Niceville, FL 32578"
Dora,Hewitt,female,19,2,3,65.4,"8925 Heather Court, Southampton, PA 18966"
Riley,Morris,female,16,5,18,100.0,"7 Fordham Street, Gainesville, VA 20155"
Naida,Davidson,female,14,3,13,90.8,"8721 Pulaski St., Hamilton, OH 45011"
Garth,Myers,male,15,3,15,90.6,"822 Wood St., Savage, MN 55378"
Philip,Burgess,male,17,1,13,77.4,"658 South Beech Lane, Kokomo, IN 46901"
Alec,Whitfield,male,18,1,9,70.3,"546 Saxon Dr., West Islip, NY 11795"
Aretha,Whitley,female,15,1,10,82.2,"656 San Carlos St., Windsor, CT 06095"
Lysandra,Noble,female,15,4,13,79.2,"800 E. Peg Shop St., Hoboken, NJ 07030"
Kirestin,Murphy,female,15,3,15,95.9,"54 Summerhouse Court, Bloomfield, NJ 07003"
Rebekah,Wiley,female,17,5,12,79.5,"802 Aspen Dr., Bardstown, KY 40004"
Samson,Francis,male,19,1,12,81.9,"8594 N. Plumb Branch Road, Longview, TX 75604"
Mira,Branch,female,17,2,15,91.8,"433 Airport Dr., Milwaukee, WI 53204"
Branden,Holcomb,male,15,4,11,84.4,"8483 Oak Ave., Bozeman, MT 59715"
Kasper,Melendez,male,19,4,9,73.8,"9004 Proctor St., Yuma, AZ 85365"
Chester,Buck,male,18,3,7,79.3,"7941 E. Indian Summer Dr., Port Washington, NY 11050"
Amir,Ross,male,16,2,5,77.6,"878 Richardson Ave., Philadelphia, PA 19111"
Elijah,Hahn,male,18,4,11,84.6,"89 Oak Meadow St., Englishtown, NJ 07726"
Adena,Griffin,female,17,5,12,80.2,"4 E. Beechwood St., Perkasie, PA 18944"
Sandra,Wilder,female,16,2,15,97.5,"573 Brickyard Street, Janesville, WI 53546"
Dennis,Garrett,male,15,3,9,76.3,"86 West Bayberry Street, Windsor, CT 06095"
Brenden,Slater,male,16,1,14,89.7,"60 York Street, Asbury Park, NJ 07712"
Cadman,Ballard,male,14,3,11,86.8,"9041 E. Green Hill Street, Gurnee, IL 60031"
Noel,Ellis,female,18,1,11,77.0,"773 Lakeview Ave., Thornton, CO 80241"
Paula,Mcbride,female,17,5,6,69.2,"7007 Delaware St., Franklin Square, NY 11010"
Coby,Gibson,male,16,5,13,79.2,"772 West Fawn Avenue, Pottstown, PA 19464"
Cally,Pearson,female,17,1,11,88.2,"7279 Leeton Ridge Lane, Maumee, OH 43537"
Slade,Mooney,male,18,2,3,68.0,"9322 N. Manor Station Street, Strongsville, OH 44136"
Beau,Olson,male,15,1,12,75.0,"404 Wrangler Dr., Wheaton, IL 60187"
Zane,Rodgers,male,14,3,14,83.0,"9 Railroad Lane, Oshkosh, WI 54901"
Zephr,Simmons,female,14,4,6,67.0,"688 Nichols Ave., North Augusta, SC 29841"
Craig,Moses,male,19,4,19,100.0,"7218 Grove Rd., Melbourne, FL 32904"
Tanek,Stephens,male,15,1,4,60.5,"167 Glen Eagles St., Merrimack, NH 03054"
Jaquelyn,Gutierrez,female,14,3,10,87.1,"8799 Cottage Dr., Tuckerton, NJ 08087"
Lucas,Buchanan,male,15,3,8,83.8,"183 Orange St., Palm Bay, FL 32907"
Courtney,Preston,female,15,4,13,96.1,"614 South Marvon St., Stow, OH 44224"
Marny,Sandoval,female,17,2,8,76.4,"589 Ridge St., Erlanger, KY 41018"
Zelda,Casey,female,14,2,10,89.2,"47 Lawrence Ave., Indiana, PA 15701"
Steven,Turner,male,18,5,6,76.4,"14 South Race St., Midland, MI 48640"
Alma,Davis,female,16,3,7,72.8,"8552 South Mechanic St., Goshen, IN 46526"
Cameran,Potts,female,16,1,13,82.4,"90 Saxon Drive, Joliet, IL 60435"
Caleb,Mcmahon,male,15,3,12,93.3,"4 South Rock Maple Ave., Kingsport, TN 37660"
Conan,Meadows,male,19,3,16,86.2,"443 S. Birchpond Court, Bethesda, MD 20814"
Audrey,Pruitt,female,17,4,8,69.3,"851 Madison St., Salt Lake City, UT 84119"
Astra,Bean,female,18,5,7,68.2,"9802 Bridgeton St., Montclair, NJ 07042"
Dara,Giles,female,15,4,17,88.4,"164 Shore Street, Wadsworth, OH 44281"
Sharon,Hart,female,19,2,14,96.3,"9770 Bank Drive, Saint Cloud, MN 56301"
Paul,Atkins,male,19,1,17,97.9,"766 Pacific Dr., Rapid City, SD 57701"
Wendy,Armstrong,female,14,5,11,88.1,"9177 S. 8th Avenue, Shelton, CT 06484"
Charles,Gray,male,14,3,7,79.1,"342 State Lane, Elkhart, IN 46514"
Chancellor,Puckett,male,19,2,12,91.1,"45 Williams Rd., Fayetteville, NC 28303"
Carter,Cross,male,14,4,12,92.4,"87 Williams St., Kent, OH 44240"
Stephanie,Douglas,female,18,4,18,100.0,"23 Yukon Court, Pickerington, OH 43147"
Lesley,Valentine,female,19,2,13,94.8,"49 Alderwood Street, Kaukauna, WI 54130"
Mufutau,Beck,male,18,5,12,82.9,"673 Mulberry Lane, Bloomington, IN 47401"
Talon,Watkins,male,17,5,7,71.2,"9622 Lafayette Court, Hopkinsville, KY 42240"
Ignacia,Prince,female,17,2,11,86.1,"9706 Division St., Minot, ND 58701"
Seth,Cannon,male,16,1,19,100.0,"405 Golf St., Rome, NY 13440"
Flavia,Lane,female,15,4,12,77.0,"679 Lookout St., Newburgh, NY 12550"
Kenyon,Acosta,male,16,1,16,93.1,"6 Marconi St., Frederick, MD 21701"
Inga,Ellison,female,19,5,13,93.9,"83 NE. Temple Rd., Frankfort, KY 40601"
Lyle,Higgins,male,16,2,11,89.7,"7586 Rose Ave., Hamtramck, MI 48212"
Carson,Mack,male,16,5,19,94.9,"881 Lake St., Marshfield, WI 54449"
Ava,Pope,female,16,3,17,93.0,"942 South Howard St., Paterson, NJ 07501"
Wang,Sellers,male,15,4,13,77.3,"852 Canterbury Street, Fair Lawn, NJ 07410"
Steven,Graham,male,19,4,17,95.1,"90 Grove St., Camas, WA 98607"
Lee,Barber,male,15,2,2,62.3,"449 Pearl Street, Largo, FL 33771"
Latifah,Higgins,female,17,4,9,78.6,"421 Amherst Street, Libertyville, IL 60048"
Gavin,Bryan,male,18,3,13,80.1,"711 Clinton Ave., Atwater, CA 95301"
Indira,Briggs,female,17,4,9,72.3,"9245 West Avenue, Albany, NY 12203"
Ori,Massey,female,16,3,11,89.5,"8990 Heritage St., Jackson Heights, NY 11372"
Mona,Gilliam,female,17,0,11,89.5,"8436 South Temple St., Natick, MA 01760"
Brett,Hopper,male,19,2,13,92.3,"777 Temple Lane, Schaumburg, IL 60193"
Francesca,Ratliff,female,14,1,13,79.2,"224 North Street, Savannah, GA 31404"
Phyllis,Woods,female,17,4,7,71.9,"9609 Griffin St., Westland, MI 48185"
Dora,Scott,female,19,4,7,80.1,"9995 Glenholme St., Upper Marlboro, MD 20772"
Bo,Thompson,female,17,2,13,94.6,"141 Rock Maple Court, Hempstead, NY 11550"
Sonia,Mccall,female,16,5,17,100.0,"904 Pheasant Street, Fitchburg, MA 01420"
Petra,Burton,female,18,5,7,81.2,"7 Walnut Ave., Zanesville, OH 43701"
Karina,Chase,female,15,2,11,88.9,"7062 Glendale Dr., Statesville, NC 28625"
